SubjID	OriobjNo	PicName	PairNo	RotateAng	FaceNo	LureFace	RunNo	genRanNo	AllTrialNo	Foil1	Foil2	key	RT	facechoice
11	10	obj01.jpg	9	288	face17.jpg	face16.jpg	1	5	1	face06.jpg	face19.jpg	2	5194.57618892193	2
11	13	obj11.jpg	13	24	face19.jpg	face27.jpg	1	7	2	face21.jpg	face01.jpg	3	5374.54335205257	2
11	5	obj05.jpg	5	192	face04.jpg	face11.jpg	1	11	3	face08.jpg	face06.jpg	NaN	NaN	NaN
11	11	obj13.jpg	12	360	face15.jpg	face07.jpg	1	54	4	face01.jpg	face12.jpg	4	3590.11420793831	1
11	8	obj04.jpg	8	264	face08.jpg	face23.jpg	1	75	5	face24.jpg	face21.jpg	1	3772.09322992712	1
11	6	obj03.jpg	6	216	face10.jpg	face09.jpg	1	88	6	face02.jpg	face04.jpg	1	5580.3094599396	2
11	7	obj07.jpg	8	264	face12.jpg	face14.jpg	1	98	7	face28.jpg	face02.jpg	1	5728.3473610878	3
11	9	obj12.jpg	9	288	face06.jpg	face13.jpg	1	117	8	face14.jpg	face28.jpg	1	6047.84823488444	2
11	10	obj01.jpg	10	312	face16.jpg	face17.jpg	1	122	9	face13.jpg	face11.jpg	3	6761.61133032292	2
11	5	obj05.jpg	6	216	face11.jpg	face04.jpg	1	129	10	face20.jpg	face08.jpg	1	2822.53999449313	2
11	4	obj14.jpg	4	168	face05.jpg	face01.jpg	1	138	11	face18.jpg	face10.jpg	1	7684.21802669764	2
11	2	obj08.jpg	2	120	face18.jpg	face28.jpg	1	146	12	face04.jpg	face25.jpg	NaN	NaN	NaN
11	4	obj14.jpg	3	144	face01.jpg	face05.jpg	1	153	13	face09.jpg	face22.jpg	1	2805.81358633935	1
11	2	obj08.jpg	1	96	face28.jpg	face18.jpg	1	155	14	face26.jpg	face17.jpg	NaN	NaN	NaN
11	14	obj09.jpg	14	48	face02.jpg	face26.jpg	1	157	15	face17.jpg	face27.jpg	3	3996.58259935677	1
11	12	obj06.jpg	11	336	face03.jpg	face21.jpg	1	162	16	face19.jpg	face26.jpg	3	1724.39764067531	1
11	14	obj09.jpg	13	24	face26.jpg	face02.jpg	1	173	17	face11.jpg	face16.jpg	2	5871.75405211747	3
11	11	obj13.jpg	11	336	face07.jpg	face15.jpg	1	176	18	face27.jpg	face14.jpg	3	2399.11240991205	1
11	3	obj10.jpg	4	168	face20.jpg	face25.jpg	1	207	19	face03.jpg	face09.jpg	4	3630.34289795905	1
11	7	obj07.jpg	7	240	face14.jpg	face12.jpg	1	218	20	face22.jpg	face18.jpg	4	4388.94028123468	2
11	9	obj12.jpg	10	312	face13.jpg	face06.jpg	1	226	21	face10.jpg	face23.jpg	1	2363.43161482364	2
11	8	obj04.jpg	7	240	face23.jpg	face08.jpg	1	265	22	face07.jpg	face20.jpg	4	6139.65039979666	2
11	1	obj02.jpg	2	120	face24.jpg	face22.jpg	1	283	23	face05.jpg	face15.jpg	1	1754.11566160619	2
11	12	obj06.jpg	12	360	face21.jpg	face03.jpg	1	336	24	face16.jpg	face13.jpg	3	3355.71953468025	2
11	1	obj02.jpg	1	96	face22.jpg	face24.jpg	1	359	25	face25.jpg	face03.jpg	3	5275.65944381058	1
11	3	obj10.jpg	3	144	face25.jpg	face20.jpg	1	378	26	face15.jpg	face24.jpg	2	2909.38284713775	1
11	6	obj03.jpg	5	192	face09.jpg	face10.jpg	1	379	27	face23.jpg	face07.jpg	NaN	NaN	NaN
11	13	obj11.jpg	14	48	face27.jpg	face19.jpg	1	387	28	face12.jpg	face05.jpg	1	1409.66914221644	1
11	1	obj02.jpg	2	120	face24.jpg	face22.jpg	2	6	29	face07.jpg	face23.jpg	4	4352.75057889521	1
11	6	obj03.jpg	5	192	face09.jpg	face10.jpg	2	15	30	face06.jpg	face24.jpg	2	4231.99313133955	2
11	14	obj09.jpg	14	48	face02.jpg	face26.jpg	2	48	31	face24.jpg	face16.jpg	4	5580.09187877178	1
11	13	obj11.jpg	13	24	face19.jpg	face27.jpg	2	50	32	face18.jpg	face15.jpg	2	2480.70367146283	1
11	12	obj06.jpg	11	336	face03.jpg	face21.jpg	2	61	33	face05.jpg	face20.jpg	3	3349.83939584345	2
11	3	obj10.jpg	4	168	face20.jpg	face25.jpg	2	71	34	face16.jpg	face28.jpg	3	4405.69487120956	1
11	14	obj09.jpg	13	24	face26.jpg	face02.jpg	2	94	35	face27.jpg	face06.jpg	3	3963.72811309993	2
11	2	obj08.jpg	2	120	face18.jpg	face28.jpg	2	105	36	face20.jpg	face21.jpg	2	1762.46583648026	2
11	5	obj05.jpg	5	192	face04.jpg	face11.jpg	2	107	37	face21.jpg	face25.jpg	3	4740.93502573669	1
11	12	obj06.jpg	12	360	face21.jpg	face03.jpg	2	126	38	face11.jpg	face01.jpg	2	5355.92315904796	1
11	8	obj04.jpg	7	240	face23.jpg	face08.jpg	2	143	39	face15.jpg	face27.jpg	2	1841.99331980199	1
11	13	obj11.jpg	14	48	face27.jpg	face19.jpg	2	150	40	face08.jpg	face02.jpg	4	4297.14519251138	2
11	5	obj05.jpg	6	216	face11.jpg	face04.jpg	2	154	41	face17.jpg	face12.jpg	4	4202.77876406908	1
11	9	obj12.jpg	10	312	face13.jpg	face06.jpg	2	178	42	face02.jpg	face18.jpg	2	4176.65982432663	1
11	3	obj10.jpg	3	144	face25.jpg	face20.jpg	2	186	43	face14.jpg	face13.jpg	2	6647.05339353532	1
11	2	obj08.jpg	1	96	face28.jpg	face18.jpg	2	188	44	face03.jpg	face05.jpg	2	3568.09274666011	1
11	10	obj01.jpg	9	288	face17.jpg	face16.jpg	2	196	45	face26.jpg	face07.jpg	1	5294.65399309993	1
11	4	obj14.jpg	4	168	face05.jpg	face01.jpg	2	202	46	face28.jpg	face10.jpg	2	2168.16026251763	2
11	11	obj13.jpg	11	336	face07.jpg	face15.jpg	2	205	47	face12.jpg	face09.jpg	2	3368.20362508297	1
11	11	obj13.jpg	12	360	face15.jpg	face07.jpg	2	208	48	face22.jpg	face03.jpg	3	3113.26724570245	1
11	8	obj04.jpg	8	264	face08.jpg	face23.jpg	2	258	49	face01.jpg	face22.jpg	1	3570.44451497495	1
11	7	obj07.jpg	7	240	face14.jpg	face12.jpg	2	271	50	face13.jpg	face08.jpg	1	6458.35890434682	2
11	1	obj02.jpg	1	96	face22.jpg	face24.jpg	2	296	51	face09.jpg	face17.jpg	2	1939.03069104999	1
11	4	obj14.jpg	3	144	face01.jpg	face05.jpg	2	325	52	face25.jpg	face14.jpg	3	3774.09469336271	1
11	7	obj07.jpg	8	264	face12.jpg	face14.jpg	2	344	53	face23.jpg	face04.jpg	4	3892.86599960178	1
11	9	obj12.jpg	9	288	face06.jpg	face13.jpg	2	350	54	face19.jpg	face11.jpg	1	4935.62142364681	1
11	6	obj03.jpg	6	216	face10.jpg	face09.jpg	2	364	55	face04.jpg	face19.jpg	4	3222.06898685545	1
11	10	obj01.jpg	10	312	face16.jpg	face17.jpg	2	385	56	face10.jpg	face26.jpg	3	4371.72611244023	4
11	6	obj03.jpg	5	192	face09.jpg	face10.jpg	3	25	57	face04.jpg	face12.jpg	3	6202.38466374576	1
11	14	obj09.jpg	13	24	face26.jpg	face02.jpg	3	35	58	face13.jpg	face28.jpg	3	3837.97299675643	1
